product_id,category_code,category_name,product_name,brand,quality_level,unit_type,unit_size_1,cp_1_rs,sp_1_rs,unit_size_2,cp_2_rs,sp_2_rs,unit_size_3,cp_3_rs,sp_3_rs,unit_size_4,cp_4_rs,sp_4_rs,unit_size_5,cp_5_rs,sp_5_rs,_row_id,_source_file,_source_sheet,_staged_at
CHO-004,CHO,Chocolates & Confectionery,Cadbury Perk,Cadbury,Standard,g,20 g,17,20,40 g,34,39,60 g,51,59,100 g,86,99,150 g,122,140,14,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CHO-005,CHO,Chocolates & Confectionery,Nestlé KitKat,Nestlé,Standard,g,20 g,17,20,40 g,34,39,60 g,51,59,100 g,86,99,150 g,122,140,15,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CHO-006,CHO,Chocolates & Confectionery,Nestlé Munch,Nestlé,Standard,g,20 g,17,20,40 g,34,39,60 g,51,59,100 g,86,99,150 g,122,140,16,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CHO-007,CHO,Chocolates & Confectionery,Amul Dark Chocolate,Amul,Premium,g,20 g,18,21,40 g,35,40,60 g,53,61,100 g,88,101,150 g,124,143,17,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CHO-008,CHO,Chocolates & Confectionery,Ferrero Rocher,Ferrero,Premium,g,20 g,129,148,40 g,259,298,60 g,388,446,100 g,647,744,150 g,917,1055,18,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CHO-009,CHO,Chocolates & Confectionery,Cadbury Gems,Cadbury,Standard,g,20 g,17,20,40 g,34,39,60 g,51,59,100 g,86,99,150 g,122,140,19,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CHO-010,CHO,Chocolates & Confectionery,Parle Melody Toffee Pack,Parle,Standard,g,20 g,17,20,40 g,34,39,60 g,51,59,100 g,86,99,150 g,122,140,20,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
SNK-001,SNK,Chips & Namkeen,Lay's Classic Salted,Lay's,Standard,g,50 g,16,18,90 g,30,35,100 g,33,38,200 g,62,71,400 g,120,138,21,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
SNK-002,SNK,Chips & Namkeen,Lay's Magic Masala,Lay's,Standard,g,50 g,16,18,90 g,30,35,100 g,33,38,200 g,62,71,400 g,120,138,22,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
SNK-003,SNK,Chips & Namkeen,Lay's Cream & Onion,Lay's,Standard,g,50 g,16,18,90 g,30,35,100 g,33,38,200 g,62,71,400 g,120,138,23,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
SNK-004,SNK,Chips & Namkeen,Bingo Original Style,Bingo,Standard,g,50 g,16,18,90 g,30,35,100 g,33,38,200 g,62,71,400 g,120,138,24,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
SNK-005,SNK,Chips & Namkeen,Kurkure Masala Munch,Kurkure,Standard,g,50 g,16,18,90 g,30,35,100 g,33,38,200 g,62,71,400 g,120,138,25,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
SNK-006,SNK,Chips & Namkeen,Haldiram's Aloo Bhujia,Haldiram's,Standard,g,50 g,16,18,90 g,30,35,100 g,33,38,200 g,62,71,400 g,120,138,26,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
SNK-007,SNK,Chips & Namkeen,Haldiram's Moong Dal,Haldiram's,Standard,g,50 g,16,18,90 g,30,35,100 g,33,38,200 g,62,71,400 g,120,138,27,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
SNK-008,SNK,Chips & Namkeen,Bikaji Bikaneri Bhujia,Bikaji,Standard,g,50 g,16,18,90 g,30,35,100 g,33,38,200 g,62,71,400 g,120,138,28,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
SNK-009,SNK,Chips & Namkeen,Uncle Chipps Plain Salted,Uncle Chipps,Standard,g,50 g,16,18,90 g,30,35,100 g,33,38,200 g,62,71,400 g,120,138,29,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
SNK-010,SNK,Chips & Namkeen,Balaji Wafers Masala,Balaji,Standard,g,50 g,16,18,90 g,30,35,100 g,33,38,200 g,62,71,400 g,120,138,30,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BEV-001,BEV,Soft Drinks & Beverages,Coca-Cola,Coca-Cola,Standard,ml,200 ml,16,18,250 ml,20,23,500 ml,38,44,750 ml,54,62,1 L,72,83,31,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BEV-002,BEV,Soft Drinks & Beverages,Thums Up,Coca-Cola,Standard,ml,200 ml,16,18,250 ml,20,23,500 ml,38,44,750 ml,54,62,1 L,72,83,32,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BEV-003,BEV,Soft Drinks & Beverages,Sprite,Coca-Cola,Standard,ml,200 ml,16,18,250 ml,20,23,500 ml,38,44,750 ml,54,62,1 L,72,83,33,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BEV-004,BEV,Soft Drinks & Beverages,Limca,Coca-Cola,Standard,ml,200 ml,16,18,250 ml,20,23,500 ml,38,44,750 ml,54,62,1 L,72,83,34,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BEV-005,BEV,Soft Drinks & Beverages,Fanta Orange,Coca-Cola,Standard,ml,200 ml,16,18,250 ml,20,23,500 ml,38,44,750 ml,54,62,1 L,72,83,35,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BEV-006,BEV,Soft Drinks & Beverages,Maaza Mango,Coca-Cola,Standard,ml,200 ml,16,18,250 ml,20,23,500 ml,38,44,750 ml,54,62,1 L,72,83,36,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BEV-007,BEV,Soft Drinks & Beverages,Frooti Mango,Parle Agro,Standard,ml,200 ml,14,16,250 ml,18,21,500 ml,34,39,750 ml,49,56,1 L,65,75,37,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BEV-008,BEV,Soft Drinks & Beverages,Paper Boat Aam Panna,Paper Boat,Premium,ml,200 ml,33,38,250 ml,42,48,500 ml,80,92,750 ml,115,132,1 L,154,177,38,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BEV-009,BEV,Soft Drinks & Beverages,Red Bull Energy Drink,Red Bull,Premium,ml,200 ml,284,327,250 ml,355,408,500 ml,682,784,750 ml,982,1129,1 L,1309,1505,39,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BEV-010,BEV,Soft Drinks & Beverages,Kinley Mineral Water,Kinley,Standard,ml,200 ml,14,16,250 ml,18,21,500 ml,34,39,750 ml,49,56,1 L,65,75,40,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAI-001,DAI,Dairy & Milk Products,Amul Full Cream Milk,Amul,Standard,ml,200 ml,85,98,400 ml,163,187,500 ml,204,235,1 L,392,451,2 L,751,864,41,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAI-002,DAI,Dairy & Milk Products,Amul Taaza Toned Milk,Amul,Standard,ml,200 ml,16,18,400 ml,31,36,500 ml,38,44,1 L,73,84,2 L,141,162,42,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAI-003,DAI,Dairy & Milk Products,Mother Dairy Toned Milk,Mother Dairy,Standard,ml,200 ml,16,18,400 ml,30,35,500 ml,38,44,1 L,72,83,2 L,138,159,43,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAI-004,DAI,Dairy & Milk Products,Amul Masti Dahi,Amul,Standard,g,100 g,11,13,200 g,20,23,500 g,48,55,1 kg,93,107,2 kg,178,205,44,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAI-005,DAI,Dairy & Milk Products,Mother Dairy Curd,Mother Dairy,Standard,g,100 g,10,12,200 g,20,23,500 g,48,55,1 kg,91,105,2 kg,175,201,45,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAI-006,DAI,Dairy & Milk Products,Amul Butter,Amul,Premium,g,100 g,65,75,200 g,123,141,500 g,296,340,1 kg,568,653,2 kg,1089,1252,46,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAI-007,DAI,Dairy & Milk Products,Amul Paneer,Amul,Premium,g,100 g,47,54,200 g,89,102,500 g,214,246,1 kg,411,473,2 kg,788,906,47,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAI-008,DAI,Dairy & Milk Products,Amul Cheese Slices,Amul,Premium,g,100 g,58,67,200 g,110,126,500 g,265,305,1 kg,509,585,2 kg,976,1122,48,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAI-009,DAI,Dairy & Milk Products,Epigamia Greek Yogurt,Epigamia,Premium,g,100 g,107,123,200 g,203,233,500 g,488,561,1 kg,936,1076,2 kg,1794,2063,49,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAI-010,DAI,Dairy & Milk Products,Amul Fresh Cream,Amul,Premium,ml,200 ml,85,98,400 ml,163,187,500 ml,204,235,1 L,392,451,2 L,751,864,50,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAK-001,BAK,Bread & Bakery,Britannia White Bread,Britannia,Standard,g,200 g,21,24,250 g,26,30,400 g,40,46,500 g,50,57,800 g,77,89,51,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAK-002,BAK,Bread & Bakery,Britannia Brown Bread,Britannia,Standard,g,200 g,21,24,250 g,26,30,400 g,40,46,500 g,50,57,800 g,77,89,52,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAK-003,BAK,Bread & Bakery,Modern Milk Bread,Modern,Standard,g,200 g,21,24,250 g,26,30,400 g,40,46,500 g,50,57,800 g,77,89,53,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAK-004,BAK,Bread & Bakery,Harvest Gold White Bread,Harvest Gold,Standard,g,200 g,21,24,250 g,26,30,400 g,40,46,500 g,50,57,800 g,77,89,54,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAK-005,BAK,Bread & Bakery,Britannia Fruit Cake,Britannia,Standard,g,200 g,79,91,250 g,99,114,400 g,152,175,500 g,190,218,800 g,292,336,55,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAK-006,BAK,Bread & Bakery,Monginis Chocolate Cake,Monginis,Premium,g,200 g,79,91,250 g,99,114,400 g,152,175,500 g,190,218,800 g,292,336,56,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAK-007,BAK,Bread & Bakery,Monginis Cream Roll,Monginis,Premium,g,200 g,42,48,250 g,52,60,400 g,80,92,500 g,100,115,800 g,154,177,57,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAK-008,BAK,Bread & Bakery,Modern Sandwich Bread,Modern,Standard,g,200 g,21,24,250 g,26,30,400 g,40,46,500 g,50,57,800 g,77,89,58,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAK-009,BAK,Bread & Bakery,Britannia Croissant,Britannia,Premium,g,200 g,46,53,250 g,57,66,400 g,88,101,500 g,110,126,800 g,169,194,59,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAK-010,BAK,Bread & Bakery,Theobroma Brownie Box,Theobroma,Premium,g,200 g,206,237,250 g,257,296,400 g,395,454,500 g,494,568,800 g,759,873,60,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
STP-001,STP,Rice & Staples,India Gate Basmati Rice,India Gate,Premium,g,500 g,40,46,1 kg,77,89,2 kg,148,170,5 kg,355,408,10 kg,677,779,61,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
STP-002,STP,Rice & Staples,Daawat Basmati Rice,Daawat,Premium,g,500 g,40,46,1 kg,76,87,2 kg,146,168,5 kg,348,400,10 kg,665,765,62,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
STP-003,STP,Rice & Staples,Fortune Rozana Rice,Fortune,Standard,g,500 g,36,41,1 kg,69,79,2 kg,132,152,5 kg,317,365,10 kg,605,696,63,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
STP-004,STP,Rice & Staples,Gobindobhog Rice,Local Premium,Premium,g,500 g,36,41,1 kg,69,79,2 kg,132,152,5 kg,317,365,10 kg,605,696,64,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
STP-005,STP,Rice & Staples,India Gate Dubar Rice,India Gate,Standard,g,500 g,40,46,1 kg,77,89,2 kg,148,170,5 kg,355,408,10 kg,677,779,65,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
STP-006,STP,Rice & Staples,Daawat Sona Masuri Rice,Daawat,Standard,g,500 g,40,46,1 kg,76,87,2 kg,146,168,5 kg,348,400,10 kg,665,765,66,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
STP-007,STP,Rice & Staples,Lal Qilla Basmati Rice,Lal Qilla,Premium,g,500 g,36,41,1 kg,69,79,2 kg,132,152,5 kg,317,365,10 kg,605,696,67,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
STP-008,STP,Rice & Staples,Fortune Everyday Rice,Fortune,Standard,g,500 g,36,41,1 kg,69,79,2 kg,132,152,5 kg,317,365,10 kg,605,696,68,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
STP-009,STP,Rice & Staples,Kohinoor Basmati Rice,Kohinoor,Premium,g,500 g,36,41,1 kg,69,79,2 kg,132,152,5 kg,317,365,10 kg,605,696,69,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
STP-010,STP,Rice & Staples,Miniket Rice,Local,Standard,g,500 g,36,41,1 kg,69,79,2 kg,132,152,5 kg,317,365,10 kg,605,696,70,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FLO-001,FLO,"Flour, Atta & Baking Essentials",Aashirvaad Whole Wheat Atta,Aashirvaad,Standard,g,500 g,34,39,1 kg,65,75,2 kg,125,144,5 kg,299,344,10 kg,571,657,71,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FLO-002,FLO,"Flour, Atta & Baking Essentials",Fortune Chakki Fresh Atta,Fortune,Standard,g,500 g,34,39,1 kg,65,75,2 kg,125,144,5 kg,299,344,10 kg,571,657,72,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FLO-003,FLO,"Flour, Atta & Baking Essentials",Pillsbury Chakki Fresh Atta,Pillsbury,Standard,g,500 g,34,39,1 kg,65,75,2 kg,125,144,5 kg,299,344,10 kg,571,657,73,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FLO-004,FLO,"Flour, Atta & Baking Essentials",Annapurna Atta,Annapurna,Standard,g,500 g,34,39,1 kg,65,75,2 kg,125,144,5 kg,299,344,10 kg,571,657,74,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FLO-005,FLO,"Flour, Atta & Baking Essentials",Aashirvaad Multigrain Atta,Aashirvaad,Premium,g,500 g,34,39,1 kg,65,75,2 kg,125,144,5 kg,299,344,10 kg,571,657,75,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FLO-006,FLO,"Flour, Atta & Baking Essentials",Tata Sampann Besan,Tata Sampann,Premium,g,500 g,37,43,1 kg,72,83,2 kg,138,159,5 kg,329,378,10 kg,628,722,76,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FLO-007,FLO,"Flour, Atta & Baking Essentials",Fortune Maida,Fortune,Standard,g,500 g,34,39,1 kg,65,75,2 kg,125,144,5 kg,299,344,10 kg,571,657,77,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FLO-008,FLO,"Flour, Atta & Baking Essentials",Rajdhani Besan,Rajdhani,Standard,g,500 g,34,39,1 kg,65,75,2 kg,125,144,5 kg,299,344,10 kg,571,657,78,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FLO-009,FLO,"Flour, Atta & Baking Essentials",Pillsbury Maida,Pillsbury,Standard,g,500 g,34,39,1 kg,65,75,2 kg,125,144,5 kg,299,344,10 kg,571,657,79,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FLO-010,FLO,"Flour, Atta & Baking Essentials",Baking Soda,Weikfield,Standard,g,500 g,34,39,1 kg,65,75,2 kg,125,144,5 kg,299,344,10 kg,571,657,80,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAL-001,DAL,Pulses & Dal,Tata Sampann Toor Dal,Tata Sampann,Premium,g,500 g,96,110,1 kg,185,213,2 kg,354,407,5 kg,847,974,10 kg,1617,1860,81,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAL-002,DAL,Pulses & Dal,Tata Sampann Moong Dal,Tata Sampann,Premium,g,500 g,96,110,1 kg,185,213,2 kg,354,407,5 kg,847,974,10 kg,1617,1860,82,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAL-003,DAL,Pulses & Dal,Tata Sampann Masoor Dal,Tata Sampann,Premium,g,500 g,96,110,1 kg,185,213,2 kg,354,407,5 kg,847,974,10 kg,1617,1860,83,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAL-004,DAL,Pulses & Dal,Fortune Chana Dal,Fortune,Standard,g,500 g,88,101,1 kg,168,193,2 kg,322,370,5 kg,770,885,10 kg,1470,1690,84,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAL-005,DAL,Pulses & Dal,Fortune Urad Dal,Fortune,Standard,g,500 g,88,101,1 kg,168,193,2 kg,322,370,5 kg,770,885,10 kg,1470,1690,85,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAL-006,DAL,Pulses & Dal,India Gate Moong Dal,India Gate,Premium,g,500 g,98,113,1 kg,188,216,2 kg,361,415,5 kg,862,991,10 kg,1646,1893,86,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAL-007,DAL,Pulses & Dal,India Gate Masoor Dal,India Gate,Premium,g,500 g,98,113,1 kg,188,216,2 kg,361,415,5 kg,862,991,10 kg,1646,1893,87,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAL-008,DAL,Pulses & Dal,Tata Sampann Rajma,Tata Sampann,Premium,g,500 g,96,110,1 kg,185,213,2 kg,354,407,5 kg,847,974,10 kg,1617,1860,88,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAL-009,DAL,Pulses & Dal,Tata Sampann Kabuli Chana,Tata Sampann,Premium,g,500 g,96,110,1 kg,185,213,2 kg,354,407,5 kg,847,974,10 kg,1617,1860,89,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
DAL-010,DAL,Pulses & Dal,Organic Tattva Moong Dal,Organic Tattva,Premium,g,500 g,118,136,1 kg,227,261,2 kg,435,500,5 kg,1040,1196,10 kg,1985,2283,90,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
OIL-001,OIL,Cooking Oil & Ghee,Fortune Sunflower Oil,Fortune,Standard,ml,500 ml,85,98,1 L,163,187,2 L,313,360,5 L,748,860,15 L,2142,2463,91,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
OIL-002,OIL,Cooking Oil & Ghee,Fortune Rice Bran Oil,Fortune,Premium,ml,500 ml,85,98,1 L,163,187,2 L,313,360,5 L,748,860,15 L,2142,2463,92,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
OIL-003,OIL,Cooking Oil & Ghee,Saffola Gold Oil,Saffola,Premium,ml,500 ml,100,115,1 L,193,222,2 L,369,424,5 L,883,1015,15 L,2528,2907,93,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
OIL-004,OIL,Cooking Oil & Ghee,Saffola Active Oil,Saffola,Premium,ml,500 ml,100,115,1 L,193,222,2 L,369,424,5 L,883,1015,15 L,2528,2907,94,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
OIL-005,OIL,Cooking Oil & Ghee,Emami Healthy & Tasty Mustard Oil,Emami,Standard,ml,500 ml,85,98,1 L,163,187,2 L,313,360,5 L,748,860,15 L,2142,2463,95,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
OIL-006,OIL,Cooking Oil & Ghee,Fortune Soyabean Oil,Fortune,Standard,ml,500 ml,85,98,1 L,163,187,2 L,313,360,5 L,748,860,15 L,2142,2463,96,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
OIL-007,OIL,Cooking Oil & Ghee,Gemini Refined Sunflower Oil,Gemini,Standard,ml,500 ml,85,98,1 L,163,187,2 L,313,360,5 L,748,860,15 L,2142,2463,97,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
OIL-008,OIL,Cooking Oil & Ghee,Dhara Mustard Oil,Dhara,Standard,ml,500 ml,85,98,1 L,163,187,2 L,313,360,5 L,748,860,15 L,2142,2463,98,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
OIL-009,OIL,Cooking Oil & Ghee,Amul Pure Ghee,Amul,Premium,ml,500 ml,408,469,1 L,783,900,2 L,1501,1726,5 L,3590,4129,15 L,10282,11824,99,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
OIL-010,OIL,Cooking Oil & Ghee,Patanjali Cow Ghee,Patanjali,Premium,ml,500 ml,400,460,1 L,768,883,2 L,1472,1693,5 L,3520,4048,15 L,10080,11592,100,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FRT-001,FRT,Fresh Fruits,Apple,Fresho,Premium,g,250 g,55,63,500 g,110,126,1 kg,220,253,2 kg,440,506,5 kg,1100,1265,101,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FRT-002,FRT,Fresh Fruits,Banana,Fresho,Standard,dozen,1 dozen,35,40,2 dozen,70,81,4 dozen,140,161,6 dozen,210,241,12 dozen,420,483,102,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FRT-003,FRT,Fresh Fruits,Mango,Fresho,Premium,g,250 g,40,46,500 g,80,92,1 kg,160,184,2 kg,320,368,5 kg,800,920,103,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FRT-004,FRT,Fresh Fruits,Orange,Fresho,Standard,g,250 g,24,28,500 g,48,55,1 kg,95,109,2 kg,190,218,5 kg,475,546,104,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FRT-005,FRT,Fresh Fruits,Guava,Fresho,Standard,g,250 g,21,24,500 g,42,48,1 kg,85,98,2 kg,170,195,5 kg,425,489,105,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FRT-006,FRT,Fresh Fruits,Papaya,Fresho,Standard,g,250 g,16,18,500 g,32,37,1 kg,65,75,2 kg,130,150,5 kg,325,374,106,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FRT-007,FRT,Fresh Fruits,Pomegranate,Fresho,Premium,g,250 g,55,63,500 g,110,126,1 kg,220,253,2 kg,440,506,5 kg,1100,1265,107,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FRT-008,FRT,Fresh Fruits,Watermelon,Fresho,Standard,piece,1 piece,55,63,2 piece,110,126,4 piece,220,253,6 piece,330,379,10 piece,550,633,108,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FRT-009,FRT,Fresh Fruits,Grapes,Fresho,Premium,g,250 g,45,52,500 g,90,103,1 kg,180,207,2 kg,360,414,5 kg,900,1035,109,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
FRT-010,FRT,Fresh Fruits,Pineapple,Fresho,Standard,piece,1 piece,65,75,2 piece,130,150,4 piece,260,299,6 piece,390,448,10 piece,650,747,110,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
